hospital_name,district,upazila,latitude,longitude,category,contact
Shailkupa Community Clinic 04,Jhenaidah,Shailkupa,23.699,89.259,Government,
Bheramara Community Clinic 04,Kushtia,Bheramara,24.029,88.999,Government,
Daulatpur Community Clinic 04,Kushtia,Daulatpur,24.009,88.869,Government,
Khoksa Community Clinic 04,Kushtia,Khoksa,23.949,89.289,Government,
Kumarkhali Community Clinic 04,Kushtia,Kumarkhali,23.879,89.249,Government,
Mirpur Community Clinic 04,Kushtia,Mirpur,23.939,88.999,Government,
Shripur Community Clinic 04,Magura,Shripur,23.609,89.389,Government,
Mohammadpur Community Clinic 04,Magura,Mohammadpur,23.409,89.609,Government,
Shalikha Community Clinic 04,Magura,Shalikha,23.309,89.339,Government,
Gangni Community Clinic 04,Meherpur,Gangni,23.869,88.709,Government,
Mujibnagar Community Clinic 04,Meherpur,Mujibnagar,23.649,88.599,Government,
Kalia Community Clinic 04,Narail,Kalia,23.049,89.639,Government,
Lohagara Community Clinic 04,Narail,Lohagara,23.209,89.639,Government,
Assasuni Community Clinic 04,Satkhira,Assasuni,22.559,89.179,Government,
Debhata Community Clinic 04,Satkhira,Debhata,22.569,88.979,Government,
Kalaroa Community Clinic 04,Satkhira,Kalaroa,22.879,89.049,Government,
Kaliganj Community Clinic 04,Satkhira,Kaliganj,22.459,89.049,Government,
Shyamnagar Community Clinic 04,Satkhira,Shyamnagar,22.339,89.109,Government,
Tala Community Clinic 04,Satkhira,Tala,22.759,89.259,Government,
Batiaghata specialized diagnostic 02,Khulna,Batiaghata,22.7315,89.5115,Private,
Dacope heart clinic 02,Khulna,Dacope,22.5715,89.5115,Private,
Dumuria surgical unit 02,Khulna,Dumuria,22.8015,89.4215,Private,
Dighalia diagnostic center 02,Khulna,Dighalia,22.8915,89.5515,Private,
Koyra health care 02,Khulna,Koyra,22.3415,89.3015,Private,
Paikgachha orthopedic lab 02,Khulna,Paikgachha,22.5815,89.3315,Private,
Phultala mother care 02,Khulna,Phultala,22.9715,89.4615,Private,
Rupsha general lab 02,Khulna,Rupsha,22.8115,89.6015,Private,
Terokhada cardiac center 02,Khulna,Terokhada,22.9415,89.6615,Private,
Fakirhat surgical wing 02,Bagerhat,Fakirhat,22.7815,89.7015,Private,
Chitalmari pediatric clinic 02,Bagerhat,Chitalmari,22.7815,89.8715,Private,
Kachua specialized lab 02,Bagerhat,Kachua,22.6515,89.8815,Private,
Mollahat heart clinic 02,Bagerhat,Mollahat,22.9415,89.8115,Private,
Mongla general diagnostic 02,Bagerhat,Mongla,22.4815,89.6015,Private,
Morrelganj ortho lab 02,Bagerhat,Morrelganj,22.4515,89.8515,Private,
Rampal diagnostic unit 02,Bagerhat,Rampal,22.5815,89.6615,Private,
Sarankhola specialized wing 02,Bagerhat,Sarankhola,22.3115,89.7915,Private,
Alamdanga mother care 02,Chuadanga,Alamdanga,23.7515,88.9415,Private,
Damurhuda cardiac lab 02,Chuadanga,Damurhuda,23.6115,88.7815,Private,
Jibannagar surgical unit 02,Chuadanga,Jibannagar,23.4415,88.8115,Private,
Abhaynagar pediatric center 02,Jashore,Abhaynagar,23.0115,89.4415,Private,
Bagherpara diagnostic complex 02,Jashore,Bagherpara,23.2215,89.3415,Private,
Chaugachha specialized lab 02,Jashore,Chaugachha,23.2615,89.0215,Private,
Jhikargachha heart unit 02,Jashore,Jhikargachha,23.1015,89.1315,Private,
Keshabpur dental clinic 02,Jashore,Keshabpur,22.9115,89.2115,Private,
Manirampur heart center 02,Jashore,Manirampur,23.0115,89.2315,Private,
Sharsha mother unit 02,Jashore,Sharsha,23.0715,88.9515,Private,
Harinakundu general lab 02,Jhenaidah,Harinakundu,23.6515,89.0515,Private,
Kaliganj cardiac wing 02,Jhenaidah,Kaliganj,23.4115,89.1315,Private,
Kotchandpur pediatric unit 02,Jhenaidah,Kotchandpur,23.4015,89.0115,Private,
Maheshpur surgical lab 02,Jhenaidah,Maheshpur,23.3515,88.9115,Private,
Shailkupa diagnostic unit 02,Jhenaidah,Shailkupa,23.6915,89.2515,Private,
Bheramara mother care 02,Kushtia,Bheramara,24.0215,88.9915,Private,
Daulatpur cardiac lab 02,Kushtia,Daulatpur,24.0015,88.8615,Private,
Khoksa surgical center 02,Kushtia,Khoksa,23.9415,89.2815,Private,
Kumarkhali pediatric unit 02,Kushtia,Kumarkhali,23.8715,89.2415,Private,
Mirpur diagnostic wing 02,Kushtia,Mirpur,23.9315,88.9915,Private,
Shripur heart clinic 02,Magura,Shripur,23.6015,89.3815,Private,
Mohammadpur mother unit 02,Magura,Mohammadpur,23.4015,89.6015,Private,
Shalikha diagnostic complex 02,Magura,Shalikha,23.3015,89.3315,Private,
Gangni pediatric center 02,Meherpur,Gangni,23.8615,88.7015,Private,
Mujibnagar surgical unit 02,Meherpur,Mujibnagar,23.6415,88.5915,Private,
Kalia heart center 02,Narail,Kalia,23.0415,89.6315,Private,
Lohagara dental clinic 02,Narail,Lohagara,23.2015,89.6315,Private,
Assasuni mother care 02,Satkhira,Assasuni,22.5515,89.1715,Private,
Debhata diagnostic lab 02,Satkhira,Debhata,22.5615,88.9715,Private,
Kalaroa cardiac lab 02,Satkhira,Kalaroa,22.8715,89.0415,Private,
Kaliganj orthopedic wing 02,Satkhira,Kaliganj,22.4515,89.0415,Private,
Shyamnagar specialized lab 02,Satkhira,Shyamnagar,22.3315,89.1015,Private,
Tala pediatric unit 02,Satkhira,Tala,22.7515,89.2515,Private,
Khulna Medical (Cardiac unit),Khulna,Khulna Sadar,22.8255,89.542,Government,
Jashore General (Blood bank),Jashore,Jashore Sadar,23.1655,89.2155,Government,
Kushtia General (Pediatric unit),Kushtia,Kushtia Sadar,23.9015,89.1225,Government,
Satkhira Medical (Specialized wing),Satkhira,Satkhira Sadar,22.685,89.055,Government,
Bagerhat Sadar (Surgical unit),Bagerhat,Bagerhat Sadar,22.6655,89.782,Government,
Jhenaidah District (Mother unit),Jhenaidah,Jhenaidah Sadar,23.542,89.175,Government,
Chuadanga District (Diagnostic unit),Chuadanga,Chuadanga Sadar,23.635,88.845,Government,
Magura District (Cardiac lab),Magura,Magura Sadar,23.4855,89.4215,Government,
Meherpur District (Pediatric unit),Meherpur,Meherpur Sadar,23.765,88.6315,Government,
Narail District (Specialized wing),Narail,Narail Sadar,23.1685,89.502,Government,
Batiaghata Health Post 02,Khulna,Batiaghata,22.7365,89.5165,Government,
Dacope Health Post 02,Khulna,Dacope,22.5765,89.5165,Government,
Dumuria Health Post 02,Khulna,Dumuria,22.8065,89.4265,Government,
Dighalia Health Post 02,Khulna,Dighalia,22.8965,89.5565,Government,
Koyra Health Post 02,Khulna,Koyra,22.3465,89.3065,Government,
Paikgachha Health Post 02,Khulna,Paikgachha,22.5865,89.3365,Government,
Phultala Health Post 02,Khulna,Phultala,22.9765,89.4665,Government,
Rupsha Health Post 02,Khulna,Rupsha,22.8165,89.6065,Government,
Terokhada Health Post 02,Khulna,Terokhada,22.9465,89.6665,Government,
Fakirhat Health Post 02,Bagerhat,Fakirhat,22.7865,89.7065,Government,
Chitalmari Health Post 02,Bagerhat,Chitalmari,22.7865,89.8765,Government,
Kachua Health Post 02,Bagerhat,Kachua,22.6565,89.8865,Government,
Mollahat Health Post 02,Bagerhat,Mollahat,22.9465,89.8165,Government,
Mongla Health Post 02,Bagerhat,Mongla,22.4865,89.6065,Government,
Morrelganj Health Post 02,Bagerhat,Morrelganj,22.4565,89.8565,Government,
Rampal Health Post 02,Bagerhat,Rampal,22.5865,89.6665,Government,
Sarankhola Health Post 02,Bagerhat,Sarankhola,22.3165,89.7965,Government,
Alamdanga Health Post 02,Chuadanga,Alamdanga,23.7565,88.9465,Government,
Damurhuda Health Post 02,Chuadanga,Damurhuda,23.6165,88.7865,Government,
Jibannagar Health Post 02,Chuadanga,Jibannagar,23.4465,88.8165,Government,
Abhaynagar Health Post 02,Jashore,Abhaynagar,23.0165,89.4465,Government,
Bagherpara Health Post 02,Jashore,Bagherpara,23.2265,89.3465,Government,
Chaugachha Health Post 02,Jashore,Chaugachha,23.2665,89.0265,Government,
Jhikargachha Health Post 02,Jashore,Jhikargachha,23.1065,89.1365,Government,
Keshabpur Health Post 02,Jashore,Keshabpur,22.9165,89.2165,Government,
Manirampur Health Post 02,Jashore,Manirampur,23.0165,89.2365,Government,
Sharsha Health Post 02,Jashore,Sharsha,23.0765,88.9565,Government,
Harinakundu Health Post 02,Jhenaidah,Harinakundu,23.6565,89.0565,Government,
Kaliganj Health Post 02,Jhenaidah,Kaliganj,23.4165,89.1365,Government,
Kotchandpur Health Post 02,Jhenaidah,Kotchandpur,23.4065,89.0165,Government,
Maheshpur Health Post 02,Jhenaidah,Maheshpur,23.3565,88.9165,Government,
Shailkupa Health Post 02,Jhenaidah,Shailkupa,23.6965,89.2565,Government,
Bheramara Health Post 02,Kushtia,Bheramara,24.0265,88.9965,Government,
Daulatpur Health Post 02,Kushtia,Daulatpur,24.0065,88.8665,Government,
Khoksa Health Post 02,Kushtia,Khoksa,23.9465,89.2865,Government,
Kumarkhali Health Post 02,Kushtia,Kumarkhali,23.8765,89.2465,Government,
Mirpur Health Post 02,Kushtia,Mirpur,23.9365,88.9965,Government,
Shripur Health Post 02,Magura,Shripur,23.6065,89.3865,Government,
Mohammadpur Health Post 02,Magura,Mohammadpur,23.4065,89.6065,Government,
Shalikha Health Post 02,Magura,Shalikha,23.3065,89.3365,Government,
Gangni Health Post 02,Meherpur,Gangni,23.8665,88.7065,Government,
Mujibnagar Health Post 02,Meherpur,Mujibnagar,23.6465,88.5965,Government,
Kalia Health Post 02,Narail,Kalia,23.0465,89.6365,Government,
Lohagara Health Post 02,Narail,Lohagara,23.2065,89.6365,Government,
Assasuni Health Post 02,Satkhira,Assasuni,22.5565,89.1765,Government,
Debhata Health Post 02,Satkhira,Debhata,22.5665,88.9765,Government,
Kalaroa Health Post 02,Satkhira,Kalaroa,22.8765,89.0465,Government,
Kaliganj Health Post 02,Satkhira,Kaliganj,22.4565,89.0465,Government,
Shyamnagar Health Post 02,Satkhira,Shyamnagar,22.3365,89.1065,Government,
Tala Health Post 02,Satkhira,Tala,22.7565,89.2565,Government,
Batiaghata Community Clinic 05,Khulna,Batiaghata,22.74,89.52,Government,
Dacope Community Clinic 05,Khulna,Dacope,22.58,89.52,Government,
Dumuria Community Clinic 05,Khulna,Dumuria,22.81,89.43,Government,
Dighalia Community Clinic 05,Khulna,Dighalia,22.9,89.56,Government,
Koyra Community Clinic 05,Khulna,Koyra,22.35,89.31,Government,
Paikgachha Community Clinic 05,Khulna,Paikgachha,22.59,89.34,Government,
Phultala Community Clinic 05,Khulna,Phultala,22.98,89.47,Government,
Rupsha Community Clinic 05,Khulna,Rupsha,22.82,89.61,Government,
Terokhada Community Clinic 05,Khulna,Terokhada,22.95,89.67,Government,
Fakirhat Community Clinic 05,Bagerhat,Fakirhat,22.79,89.71,Government,
Chitalmari Community Clinic 05,Bagerhat,Chitalmari,22.79,89.88,Government,
Kachua Community Clinic 05,Bagerhat,Kachua,22.66,89.89,Government,
Mollahat Community Clinic 05,Bagerhat,Mollahat,22.95,89.82,Government,
Mongla Community Clinic 05,Bagerhat,Mongla,22.49,89.61,Government,
Morrelganj Community Clinic 05,Bagerhat,Morrelganj,22.46,89.86,Government,
Rampal Community Clinic 05,Bagerhat,Rampal,22.59,89.67,Government,
Sarankhola Community Clinic 05,Bagerhat,Sarankhola,22.32,89.8,Government,
Alamdanga Community Clinic 05,Chuadanga,Alamdanga,23.76,88.95,Government,
Damurhuda Community Clinic 05,Chuadanga,Damurhuda,23.62,88.79,Government,
Jibannagar Community Clinic 05,Chuadanga,Jibannagar,23.45,88.82,Government,
Abhaynagar Community Clinic 05,Jashore,Abhaynagar,23.02,89.45,Government,
Bagherpara Community Clinic 05,Jashore,Bagherpara,23.23,89.35,Government,
Chaugachha Community Clinic 05,Jashore,Chaugachha,23.27,89.03,Government,
Jhikargachha Community Clinic 05,Jashore,Jhikargachha,23.11,89.14,Government,
Keshabpur Community Clinic 05,Jashore,Keshabpur,22.92,89.22,Government,
Manirampur Community Clinic 05,Jashore,Manirampur,23.02,89.24,Government,
Sharsha Community Clinic 05,Jashore,Sharsha,23.08,88.96,Government,
Harinakundu Community Clinic 05,Jhenaidah,Harinakundu,23.66,89.06,Government,
Kaliganj Community Clinic 05,Jhenaidah,Kaliganj,23.42,89.14,Government,
Kotchandpur Community Clinic 05,Jhenaidah,Kotchandpur,23.41,89.02,Government,
Maheshpur Community Clinic 05,Jhenaidah,Maheshpur,23.36,88.92,Government,
Shailkupa Community Clinic 05,Jhenaidah,Shailkupa,23.7,89.26,Government,
Bheramara Community Clinic 05,Kushtia,Bheramara,24.03,89,Government,
Daulatpur Community Clinic 05,Kushtia,Daulatpur,24.01,88.87,Government,
Khoksa Community Clinic 05,Kushtia,Khoksa,23.95,89.29,Government,
Kumarkhali Community Clinic 05,Kushtia,Kumarkhali,23.88,89.25,Government,
Mirpur Community Clinic 05,Kushtia,Mirpur,23.94,89,Government,
Shripur Community Clinic 05,Magura,Shripur,23.61,89.39,Government,
Mohammadpur Community Clinic 05,Magura,Mohammadpur,23.41,89.61,Government,
Shalikha Community Clinic 05,Magura,Shalikha,23.31,89.34,Government,
Gangni Community Clinic 05,Meherpur,Gangni,23.87,88.71,Government,
Mujibnagar Community Clinic 05,Meherpur,Mujibnagar,23.65,88.6,Government,
Kalia Community Clinic 05,Narail,Kalia,23.05,89.64,Government,
Lohagara Community Clinic 05,Narail,Lohagara,23.21,89.64,Government,
Assasuni Community Clinic 05,Satkhira,Assasuni,22.56,89.18,Government,
Debhata Community Clinic 05,Satkhira,Debhata,22.57,88.98,Government,
Kalaroa Community Clinic 05,Satkhira,Kalaroa,22.88,89.05,Government,
Kaliganj Community Clinic 05,Satkhira,Kaliganj,22.46,89.05,Government,
Shyamnagar Community Clinic 05,Satkhira,Shyamnagar,22.34,89.11,Government,
Tala Community Clinic 05,Satkhira,Tala,22.76,89.26,Government,
Batiaghata Satellite Clinic 01,Khulna,Batiaghata,22.734,89.514,Government,
Dacope Satellite Clinic 01,Khulna,Dacope,22.574,89.514,Government,
Dumuria Satellite Clinic 01,Khulna,Dumuria,22.804,89.424,Government,
Dighalia Satellite Clinic 01,Khulna,Dighalia,22.894,89.554,Government,
Koyra Satellite Clinic 01,Khulna,Koyra,22.344,89.304,Government,
Paikgachha Satellite Clinic 01,Khulna,Paikgachha,22.584,89.334,Government,
Phultala Satellite Clinic 01,Khulna,Phultala,22.974,89.464,Government,
Rupsha Satellite Clinic 01,Khulna,Rupsha,22.814,89.604,Government,
Terokhada Satellite Clinic 01,Khulna,Terokhada,22.944,89.664,Government,
Fakirhat Satellite Clinic 01,Bagerhat,Fakirhat,22.784,89.704,Government,
Chitalmari Satellite Clinic 01,Bagerhat,Chitalmari,22.784,89.874,Government,
Kachua Satellite Clinic 01,Bagerhat,Kachua,22.654,89.884,Government,
Mollahat Satellite Clinic 01,Bagerhat,Mollahat,22.944,89.814,Government,
Mongla Satellite Clinic 01,Bagerhat,Mongla,22.484,89.604,Government,
Morrelganj Satellite Clinic 01,Bagerhat,Morrelganj,22.454,89.854,Government,
Rampal Satellite Clinic 01,Bagerhat,Rampal,22.584,89.664,Government,
Sarankhola Satellite Clinic 01,Bagerhat,Sarankhola,22.314,89.794,Government,
Alamdanga Satellite Clinic 01,Chuadanga,Alamdanga,23.754,88.944,Government,
Damurhuda Satellite Clinic 01,Chuadanga,Damurhuda,23.614,88.784,Government,
Jibannagar Satellite Clinic 01,Chuadanga,Jibannagar,23.444,88.814,Government,
Abhaynagar Satellite Clinic 01,Jashore,Abhaynagar,23.014,89.444,Government,
Bagherpara Satellite Clinic 01,Jashore,Bagherpara,23.224,89.344,Government,
Chaugachha Satellite Clinic 01,Jashore,Chaugachha,23.264,89.024,Government,
Jhikargachha Satellite Clinic 01,Jashore,Jhikargachha,23.104,89.134,Government,
Keshabpur Satellite Clinic 01,Jashore,Keshabpur,22.914,89.214,Government,
Manirampur Satellite Clinic 01,Jashore,Manirampur,23.014,89.234,Government,
Sharsha Satellite Clinic 01,Jashore,Sharsha,23.074,88.954,Government,
Harinakundu Satellite Clinic 01,Jhenaidah,Harinakundu,23.654,89.054,Government,
Kaliganj Satellite Clinic 01,Jhenaidah,Kaliganj,23.414,89.134,Government,
Kotchandpur Satellite Clinic 01,Jhenaidah,Kotchandpur,23.404,89.014,Government,
Maheshpur Satellite Clinic 01,Jhenaidah,Maheshpur,23.354,88.914,Government,
Shailkupa Satellite Clinic 01,Jhenaidah,Shailkupa,23.694,89.254,Government,
Bheramara Satellite Clinic 01,Kushtia,Bheramara,24.024,88.994,Government,
Daulatpur Satellite Clinic 01,Kushtia,Daulatpur,24.004,88.864,Government,
Khoksa Satellite Clinic 01,Kushtia,Khoksa,23.944,89.284,Government,
Kumarkhali Satellite Clinic 01,Kushtia,Kumarkhali,23.874,89.244,Government,
Mirpur Satellite Clinic 01,Kushtia,Mirpur,23.934,88.994,Government,
Shripur Satellite Clinic 01,Magura,Shripur,23.604,89.384,Government,
Mohammadpur Satellite Clinic 01,Magura,Mohammadpur,23.404,89.604,Government,
Shalikha Satellite Clinic 01,Magura,Shalikha,23.304,89.334,Government,
Gangni Satellite Clinic 01,Meherpur,Gangni,23.864,88.704,Government,
Mujibnagar Satellite Clinic 01,Meherpur,Mujibnagar,23.644,88.594,Government,
Kalia Satellite Clinic 01,Narail,Kalia,23.044,89.634,Government,
Lohagara Satellite Clinic 01,Narail,Lohagara,23.204,89.634,Government,
Assasuni Satellite Clinic 01,Satkhira,Assasuni,22.554,89.174,Government,
Debhata Satellite Clinic 01,Satkhira,Debhata,22.564,88.974,Government,
Kalaroa Satellite Clinic 01,Satkhira,Kalaroa,22.874,89.044,Government,
Kaliganj Satellite Clinic 01,Satkhira,Kaliganj,22.454,89.044,Government,
Shyamnagar Satellite Clinic 01,Satkhira,Shyamnagar,22.334,89.104,Government,
Tala Satellite Clinic 01,Satkhira,Tala,22.754,89.254,Government,
Batiaghata Health Unit 02,Khulna,Batiaghata,22.732,89.512,Government,
Dacope Health Unit 02,Khulna,Dacope,22.572,89.512,Government,
Dumuria Health Unit 02,Khulna,Dumuria,22.802,89.422,Government,
Dighalia Health Unit 02,Khulna,Dighalia,22.892,89.552,Government,
Koyra Health Unit 02,Khulna,Koyra,22.342,89.302,Government,
Paikgachha Health Unit 02,Khulna,Paikgachha,22.582,89.332,Government,
Phultala Health Unit 02,Khulna,Phultala,22.972,89.462,Government,
Rupsha Health Unit 02,Khulna,Rupsha,22.812,89.602,Government,
Terokhada Health Unit 02,Khulna,Terokhada,22.942,89.662,Government,
Fakirhat Health Unit 02,Bagerhat,Fakirhat,22.782,89.702,Government,
Chitalmari Health Unit 02,Bagerhat,Chitalmari,22.782,89.872,Government,
Kachua Health Unit 02,Bagerhat,Kachua,22.652,89.882,Government,
Mollahat Health Unit 02,Bagerhat,Mollahat,22.942,89.812,Government,
Mongla Health Unit 02,Bagerhat,Mongla,22.482,89.602,Government,
Morrelganj Health Unit 02,Bagerhat,Morrelganj,22.452,89.852,Government,
Rampal Health Unit 02,Bagerhat,Rampal,22.582,89.662,Government,
Sarankhola Health Unit 02,Bagerhat,Sarankhola,22.312,89.792,Government,
Alamdanga Health Unit 02,Chuadanga,Alamdanga,23.752,88.942,Government,
Damurhuda Health Unit 02,Chuadanga,Damurhuda,23.612,88.782,Government,
Jibannagar Health Unit 02,Chuadanga,Jibannagar,23.442,88.812,Government,
Abhaynagar Health Unit 02,Jashore,Abhaynagar,23.012,89.442,Government,
Bagherpara Health Unit 02,Jashore,Bagherpara,23.222,89.342,Government,
Chaugachha Health Unit 02,Jashore,Chaugachha,23.262,89.022,Government,
Jhikargachha Health Unit 02,Jashore,Jhikargachha,23.102,89.132,Government,
Keshabpur Health Unit 02,Jashore,Keshabpur,22.912,89.212,Government,
Manirampur Health Unit 02,Jashore,Manirampur,23.012,89.232,Government,
Sharsha Health Unit 02,Jashore,Sharsha,23.072,88.952,Government,
Harinakundu Health Unit 02,Jhenaidah,Harinakundu,23.652,89.052,Government,
Kaliganj Health Unit 02,Jhenaidah,Kaliganj,23.412,89.132,Government,
Kotchandpur Health Unit 02,Jhenaidah,Kotchandpur,23.402,89.012,Government,
Maheshpur Health Unit 02,Jhenaidah,Maheshpur,23.352,88.912,Government,
Shailkupa Health Unit 02,Jhenaidah,Shailkupa,23.692,89.252,Government,
Bheramara Health Unit 02,Kushtia,Bheramara,24.022,88.992,Government,
Daulatpur Health Unit 02,Kushtia,Daulatpur,24.002,88.862,Government,
Khoksa Health Unit 02,Kushtia,Khoksa,23.942,89.282,Government,
